id,content
wbhUJSv-_BeGil-mHWOcy,省考…..
uzF8XpWMupDpy3UeiM6ha,本人十多年的新闻学老油条，也从事过很多年新闻行业，几乎认识国内所有主流媒体的那些大记。实实在在和大家聊一聊这个专业。1、新闻专业是门槛严重过低的行当，没入社会前以为新闻媒体，关键是会写会说，然而真进入后发现，各行各专业都能从事。大学里学的那些新闻专业课简直就是渣渣，侮辱人。所以说，千万千万别选新闻这种万金油专业，纯粹浪费钱，根本学不到有价值的东西。当前新闻专业那帮子所谓的老师教授的知识完全是脱离现实，符合二三十年前纸媒兴盛时代的东西。与此同时，新闻学完全是严重尴尬的专业，论文学造诣，比不上中文系，论专业知识，比不上金融、理工法等具体专业的。新闻学专业凭什么拔得头筹？2、现在的情况是新闻媒体非常繁荣，各种资本都在力捧媒体，即便是知乎，头条，本质也是媒体，但是这些都是资本媒体的繁荣，不是媒体从业人员的机会，更不是新闻专业人员的希望。自媒体的快速发展，让新闻专业人员的从业空间一下子缩小了，或者说薪酬上升空间变小了。3、信息的廉价问题导致新闻专业无路可走。传统纸媒时代，信息是最宝贵的，知识是最有价值的，报纸便宜，甚至免费，但载体可以盈利。现在呢？比如我现在回答你问题，这些都是凝聚我十多年经历的宝贵财富，但免费无偿分享给你了，我得到了什么呢？0。所以，对我而言，信息变得廉价了。即便是头条这种创造，给的报酬也是极其廉价的。实际上，我今天给到你的这些建议真正价值多少呢？至少几万，十几万，因为很有可能专业从业人员的一些建议可以让你的人生少走很多弯路。但现在的情况是免费的。在这种大环境下，新闻专业是没希望和未来的。4、可能很多人说新闻学专业可以做网编，我十多年前就做主流网络媒体的网编了，那时候还没被主流社会认可。到现在，其实也没多少认可。所以网编的工资极低，上升空间极小。也有人说可以做活动啊云云，那些都是会展专业的活，人家做得比你好的多多了。至于拍小视频啊策划什么，那些啊，你也没任何专业优势。所以，但凡有人想报考新闻传播类专业的，我基本都是劝退。我们这个专业，当前最好的去处就是去体制内，别无它路。
wAYQKBMnmt0WMwyn9d7Q7,长三角985新闻在读留一下这个回答吧，等我研究生毕业了再来回答hh目前是有几段实习 感觉还可以 毕竟实习生工资是一样的（150一天） 领导工资怎么样不清楚未来大概率会去互联网做运营，或者国企or公务员之类的吧有时候也后悔 去学个医学，经济什么的 会不会更好
NBJPjVzq9Wa_e6Khkc_Qj,2020年毕业，参加了去新疆的西部计划，2020.9.21开始上班，在一家管工业企业的事业单位，地点在县城。马上快一年了，现在在备公考，计划回老家，估计年前左右就离开这里，感觉这里没啥意思了。
278qp28hfPuYZoGfQfgvU,考研两次失败，受了很多无端歧视，兜兜转转又去了电视台，目前从事新闻栏目编辑。工作也不忙，空闲时间很多，但是工作内容单一枯燥，感觉没有什么提升，且一个人在外地，没有圈子。时隔几年，学校学的东西大多忘了，去找兼职还是有点心虚
uPYN2qFT1O7TXu_ZdNrTe,新闻专业211本985硕毕业去了部委当公务员，同学除了去一位去新华社的，基本上没有人做记者……
LeXfVU5RvS1lFG5QZ1rvN,男的，广西柳州土著二本新闻学毕业，gpa不到3，没过四级，不学无术的学渣一枚毕业后先北漂，进的那种广告公司做剪辑和广告设计，到手年薪十万。一年后去广西柳州某私企，当宣传营销策划专员，月薪七千，自己做副业又一千。两个月之后，觉得不稳定，进国企，到手十万，工作地点在柳东，很远，但开电动汽车去上班，还行食堂免费、不用买车买房，准备丁克总而言之就是很爽
090K-CLGcvhS0DuNOO33Q,新闻专业属于新闻传播学的其中一类，简单说主要负责报道一个事情。主要就业方向在传统媒体方向，按照目前自媒体发展趋势，给传统媒体留的空间小，所以在报考方面不太建议报考。新闻专业属于新闻传播学的其中一类，简单说主要负责报道一个事情。新闻学主要是将一个事情的影响扩大或缩小。主要就业方向在传统媒体方向，按照目前自媒体发展趋势，给传统媒体留的空间小，所以在报考方面不太建议报考。
QoL9dySwRcKG0LHxJBTp7,内容运营，做过小红书抖音种草推广
EgxOMX4FS6s4G1YeAdkLR,都说新传卷，不懂，那那些美女记者都是有背景的？而且这些专业好像都能接触到平时接触不到的人，比如说什么商业大佬或者中央机关，要不就是明星，这不好吗？而且如果央视真的学历要求这么高，好像一些美女记者的第一学历就过不了关。
JFHyv2ixRh26TsRc4OOTi,本科就读于河北大学新闻学专业，身边的同学去向大概有这么几种，可以用做参考：【1】保研、考研、出国，比例25%新闻学专业的很多同学都会选择深造，继续攻读新闻学、传播学、广播电视新闻学、新闻与传播硕士、出版等相关专业，也有少数跨考至法律硕士、戏剧影视文学、历史、哲学、古代文学等文科专业。就读院校多数为211、985等重点大学，如暨南大学、中国传媒大学、西安交通大学、山东大学、中国人民大学、复旦大学等等。研究生毕业多数会选择进入体制内发展，或者进入大型媒体、互联网公司。【2】报社、电视台、出版社等传统媒体，从事记者，编辑相关工作，比例15%。比如中青报、河北日报、政协报、保定电视台、廊坊日报、电子工业出版社、新华网等，以本地媒体和少数国家媒体为主。（注：此分类也包括了传统媒体下设置的新媒体部门，如新京报的短视频、政协报的网站、公众号等）【3】互联网公司，如字节跳动、  快手、京东、小米等，从事用户运营、社群运营、新媒体运营、内容运营、产品经理、品牌宣传等工作，比例在15%左右，多数在北京。但因为学历、学校、个人能力等诸多原因，本科毕业进入大厂的概率不高，多数为后期跳槽， 参与社招。【4】广告、新媒体、公关公司等，从事公关、媒介、广告策划、编辑等工作，比例在15%左右，多数在一线城市就业。【5】公务员、事业单位，比例10%一般是地级或县级的宣传部、办公室等，也有少数在烟草局、银行等。如河北某县宣传部、某县办公室等。【6】在公立、私立学校、教育机构等从事教学、教研等相关工作，比例10%。公立、私立学校一般是本地的中小学，多数为语文、政治学科。教育机构一般都在北京，如学而思、猿辅导、中公教育等。（只算教育方向的，如果在互联网教育公司从事产品经理、运营、策划、宣传等相关工作，则划入【5】类）【7】在教育机构、房地产公司从事课程顾问、房地产销售等工作，比例5%。【8】外企从事行政、人事、公关等相关工作，人数不多，比例5%左右。数据可能有不准的地方，因为主要参考的是我周围同学的就业情况，欢迎讨论~
t_yUEtlK9l7QlT4rugJE8,新闻传播学yyds我，北方某双非二本毕业（非北京天津），系里同学六个去了央视和地方卫视，5个去了batjtmd相关岗位。3个上岸公务员，4个去了地产（超级碧业生，华润，万科，龙湖仕官）。可能就业最垃垮的两个人回了三线老家，一个央行市支行，一个电网。我读了研。
wUD3njlg4cyc4pJdWofdn,录的新闻传播学大一专业分流追随大流选的网络与新媒体，结果发现学的全是新媒体营销大二果断转到新闻学，想着找工作时招聘岗位能宽泛些（毕竟好多企业与公务员岗位只要求新闻学）后来发现其实也没什么本质区别，后来浑浑噩噩毕业，考公大学最后悔的就是录到新闻传播学，工作太惨还算没那么惨的是大二回到新闻学，毕竟我现在的这个岗位只要新闻学的学生，我学广告和网新的同学痛失了资格
pAFsRfVzQslWXNTmZ6eBr,来自小镇的普通二本新闻学毕业，一毕业就考了隔壁县市区（比离自家县城近）的事业编（文秘）。目前在备考省城的事业编或公务员。
47oKZqsjV7Z4Auuk4ctII,就很拉 感觉行业不景气。作为重庆某大学的新闻学大四毕业生 在重庆找过区域主流媒体的职位 大致给的薪水是6-10w一年 视岗位绩效而定 而我家又根正苗红三代贫农 这薪水在重庆除了房租吃住一年能剩几个钱啊 我还是个男的 经济压力可太大了。然后目前签的中建某下属单位 就是要下项目 恼火得一批。求求让我赶快考上公务员或事业单位吧 孩子太难了。(图文无关)
3VtCbI5reMLJUQT9OTS1g,我，三流大学新闻学毕业，女，毕业六年。三线城市年薪17万，目前换工作中，年薪23万。我是比较求稳型的，不算太好，但也还行。我毕业在报社做外编记者，月薪3500，没有五险一金，后来去企业做企业记者后来升了主编，内容就是写稿，做视频，办活动，和专业很相关，一点点干到月薪10k+，辛苦是肯定的，但过程无比有趣，天南海北的飞，见不同的人，听不同的故事，办大型活动，一个小白也见识了不少行业大牛。目前跳槽中。我也想做一个媒体人，做访谈类节目，但我现在在做一个擦边球的媒体人，或许等我年纪再大一些，积累了足够的人脉，我就去实现这件事。我从来没有后悔过学这个专业，它让我接触到一个我喜欢的领域。我很幸运，我喜欢他。我从来觉得出路是自己博出来的，大多数文科类的专业都是＂万金油＂，别老把眼睛盯在专业名称的那两个字上，能走的路可多了。但有两点我觉得非常重要：第一，学习，不断学习，提高认知，打开眼界。第二，选择，看好每一次选择，要有勇气，不要害怕改变！搏一搏单车变摩托。最近有个人送我一句话，不要坐在金矿上要饭！但我要声明一下，还是要考个好大学！！！好好把握，会带给你事半功倍的感觉。
1Dw8KOssbNMfEAxDKHcPF,双非本，985硕（MJC）。本科毕业的同学就业情况：有去澎湃新闻、央视外包公司（主流节目导演）、湖南卫视外包公司（做主流节目）、灿星、网易的等。以上属于我认识很优秀很优秀的同辈。都对这个行业充满了热爱，以及不断地努力。其实更多的本科同学就业的公司都和媒体不相关吧，也比较小众，刚毕业的薪资4-7k吧，我猜的，哪个城市都差不多。研究生即将毕业的我，秋招进入头部房地产企业的管培生项目，做品牌相关的工作，没有别的原因，这个行业钱多点儿。我朋友毕业进纸媒工作，现在一个月到手三四千块钱，可能跑经营后会好些吧。周围硕士毕业的同学就业确实会好些，互联网大厂、选调生、国企、地产等。看了我们学院前几年的就业情况，17年以前每年会有好几个进入传统媒体，近几年是越来越少了。特别是研究生同学，无不向往公务员、国企、事业单位。我深感大家觉得稳定第一吧，有好有坏，都是个人选择而已。我家里情况好点儿的话，也愿意去考选调，定向选调对985来说不是太难，至少从我们班就业情况可以看出一二。当然这个硕士学历对我找工作确实益处很多吧。如果是本科学历，大部分头部房企都不会看。当然即便是如此，也有很多房地产企业连面试机会都没给我，因为本科不是211，艹蛋对于其它人来说也是，许多国企宣传口就要硕士。定向选调就要985。新闻专业就是卷啊卷啊卷啊卷，没有名校学历就只要去实践，有经验、有技术、有作品。
vMT14NcepSWbUqMj_4GQK,新华社拿到offer，与央企二选一招聘季正式结束————————————————————发了回答三天，底下评论快30，很多都是女生，表达对未来跨考或者从业的担忧我个人觉得，无论是因为什么让你有想从事或者学习新闻，一定都要有一个明确让自己前行的理由，沉下心学习真知本领。至于性别竞争问题，这个我仅说客观存在，但是竞争力最根本的还是自身的专业水平——-——————————————————————传媒大学新闻与传播应届专硕男，双一流理工科跨考过来的说自己是新闻专业也不能完全算，因为自己培养单位在播音院，专业却是新闻与传播，很奇怪吧哈哈（初试考的新闻学+传播学+播音小片）入校和本院其他同届硕士上课内容也差不多，给我最大的感受就是传统媒体行业确实越来越不行，除了几个中央级媒体因为自己学位是新闻与传播，秋招能够报所有新闻学、传播学相关的岗位（公务员要分情况），秋招求职我感觉也非常顺利，offer拿了五六个，留了一个前50家央企二级总部（据说利润占整个集团的70%）的宣传工作岗，待遇我个人认为还是很丰厚的，个人也有合理的发展前景规划当然，作为中传的学生，媒体也是会要投的：新华社、人民日报、总台等等，也都还在进行中（当然，以上说过的招聘岗位感觉都非常卷，我每次相关岗位的面试都能碰到清北人新闻专业的）秋招认识了很多来自清北人的新闻学子，几乎都表达了对除三大央媒以外媒体前景担忧，并且都不大想去媒体，主要原因是累（媒体男生基本都要倒班，对身体负荷非常大，女生就不说了）；除此之外，公务员他们也都是重在参与，至少想留在北京的都表示北京公务员（部委和京考）实在待遇不大行。央媒的钱其实你只要好好干，多写好稿编好稿，待遇还是很不错的（当然不能跟互联网啥的比，不过工作节奏跟互联网有的一拼了）。三大央媒中某一个进展还算顺利，也开始可能有了选择的纠结，但几乎所有人（包括导师）都在跟我说：去那个央企。可见现在媒体对于我们这些局内人来说，可能都是灯下黑。另外，这次秋招我深刻地感受到了无论是央企还是媒体对于女生的不友好，我身边好多双985的科班硕士连笔试机会都没有，也许是工作负荷确实重，怕女生撑不过来，但这样的先入为主我觉得值得商榷新闻理想，也许我心中还是有那么些情怀，但是越到后面加上客观想留在北京将会生活压力，让我不得不考虑行业和发展这个问题。同专业的女朋友去年毕业去了三大央媒之一（答主出国留学保留学籍了一年），个人也不想两个人都在媒体单位。不出意外，答主应该毕业就要入职那个央企了，做好本职宣传工作之外准备考经济师读个mba，认真的规划和提升自己。这段传媒专业的学习时光对我来说还是很值得怀念的，对于自己理性思维和冷静分析的能力有了很大的提升，对于一个从理工科跨考的学生来说，能有这样的结果我已经非常知足。作为学过新闻传播的人来说，无论以后是不是在做这方面的工作，都愿他们学过的知识与理论能够在以后帮助到自己砥砺前行
39PgLelutIcWGLPX136Rk,Ruc新闻学，毕业后考了公，目前负责单位材料撰写工作。努力不给学校丢人。
GJl1BrLDG-L6I3NkOui97,看得我实在是瑟瑟发抖～
LwG-UotZwOxkpKfdJwmLa,两年之后过来答。
JfiZ3j464cQcv3w9VOGtZ,新闻学本硕（二本本科，双非硕士），毕业3年半，待过2个互联网电商大厂，还干过1年半大学老师。可能挺多人觉得，这个经历很神奇，甚至可以说是：办不到。但事实是，只要有心且坚持不懈地努力，总会抵达想要的远方。学习新闻六年，我一直以来都崇敬新闻行业、尊重并热爱文字。但由于现实原因，最后在校招季选择了最早给我发offer的狗厂。在狗厂待了一年半，最大的感知是：我厂的狗仔，那是真可爱。后来我家床头还摆了10来只。在狗厂期间，我主要负责新媒体运营、社区运营、内容质量把关与达人管理等。很杂，确实，就是一个电商公司里的打杂运营，没有涉及到具体的业务运营，所以总体来说，还是围绕在内容本身。当时的工作，如果再细化到每天的工作内容，其实是很多应届毕业生只要肯学都能做得好的：每周发1次推文，1次5-7条，这些推文可以是你生产的优质内容，也可以是行业类目提交的各类型内容卖场，还可以是你自己根据当前热点生产的卖货视频、卖场页面。不过，这里面还需要注意的是，涉及到资源管理（规则制定、排期拟定、内容质量把关和数据监控奖惩）；每周审核数千篇社区内容，将优质内容精选、普通内容通过、不合格内容打回，并管理着4个QQ群近8000位投稿达人，通过各种方式方法促进这些达人生产的UGC可以更高品质；每周进行1次数据分析，生产1份数据分析报告，总结本周的账号表现，分析原因，下次提升；每周定期运营维护社区中的明星晒单栏目，进行1-2次的合作方对接，主要负责内容审核、合同审核（法务审核完毕后我负责明星确认有授权合同即可）和内容推送、曝光资源位与曝光时长判断操作等；每周更新微信公众号菜单的内容页面，与产品技术沟通，确保菜单呈现无误。除此之外，大促节点，会帮忙进行各项内容整合、内容生产、外包公司合作、KOL挖掘与合作、内容卖场页面更新。预计每年会在双旦、情人节、520、618、七夕、国庆中秋、10.10、11.11、12.12等不同节点会有这些大促事宜。你瞧，其实也挺简单不是。但每一项，都需要有自己的沉淀思考。比如，我在做公众号的时候，会定期总结标题红黑榜，从而确定更好的标题；我会根据数据结果，总结不同时间适合透传的不同内容，在资源排期时优先选择账号符合调性和时节性的内容；我还会联动用研部门定期开展用户调研，针对账号的用户画像做下一步运营计划；我还会争取更多更好的设计资源，为我的账号定制IP形象，设计封面图片等。可以做，和做得更好之间，永远有很多协同方。学习新闻出身，让我拥有较强的表达与沟通能力，可以让我们在跨团队合作中取得事半功倍的效果。当时的上班时间是：早9晚8（大部分时间）早9晚12（大促）；每个月有1个周末需要加班。第二次转身，是我念念不忘我的新闻梦，于是离开狗厂回到高校，成为了一名干宣传的老师。这段经历如今想起来已经有恍如隔世之感了，因为当时在高校中，我觉得自己不像在工作，反而像回去深造了。我的每位领导都像我的前辈和导师，对我既有要求也有关照，轻松的工作氛围也让我们有更多的面对面交流的机会，从他们身上，学会了博大、爱与奉献，也看见了辛勤、不甘与无奈。很庆幸的是，我做了一段时间自己很喜欢的事情，带学生团队、做新媒体账号、更新学校网站、写人物专访、写特稿，也创造了一些成绩，在某些领域取得了建校以来的突破。哪怕只有短短1年半，我也觉得这段清贫但清爽的日子、这段普通但不平凡的岁月，为我未来的工作与思考，留下了很深远的影响。聊回专业本身，我也正是由于新闻学专业出身，且前期有过很丰富的实习实践经历，才有机会获得这个工作岗位。如果大家有意愿进入高校，那么建议大家：考研，最好考名校；入党，必须入党；考四六级，必须过六级；有作品，论文和新闻作品都可，最好是中央媒体的硬通货。做到这些，门槛就不再是门槛。当时的上班时间是：早8晚5（大部分时间）早9晚9（学生组织开会，每周1次）。但需要随时接听学生和家长的电话；随时回复群消息；班主任还需要每周日组织学生晚点名。每个月大概1个周末需要加班，参加学校会议、学习和学生活动。我最近的一份工作，也是我目前的工作。由于还在岗，工作内容保密，但总体依然是新媒体运营&社区运营，同时还增加了一些服务技能和管理经验。前期的互联网电商经验、高校工作经验、实习实践经历，是我能够获得这份工作的三重砝码，你无法说，是哪一种更加重要。但必须要说的是，缺了哪一种，都不会有今天的我。学习某个专业，有时候看似重要，但同学们恰恰掌握不了专业学习的内核，无法从中真正学习成长；有时候看似不重要，但通用的某些技能，如新闻的写作与表达，反而对人的工作和生活持续产生着深远影响。所以，它对于你的求职重不重要呢，我认为，重要，但没有你想得那么重要。技能的长成，需要漫长的努力和持续的坚持，哪怕你学习了黄金专业，但从不努力上游成为TOP，你也未必可以实现自己的理想。我似乎从来没有过这么长的总结，也算是对自己职场3年的回顾。希望可以对一些新闻学学子，尤其是院校出身一般的学子有一定的参考性和鼓舞性。做你自己的主人。加油吧！
WJcOEKnMXW9NN8_WDQwjM,来回答一波，也是对自己波折的经历做个总结。高中一直的目标就是去北京某政法类大学，高考发挥失常，后进入某211，学习了新闻传播学，大学期间也有纸媒的实习经历，比较喜欢。后面有了本校保研的资格，却一直心系高中时候的梦想，于是跨地区考研进入北京某政法类高校，交叉学科，法学和新闻学都有学习。读研期间，通过了国家司法考试，拿到了A证。研究生毕业的时候，本打算留在北京，却事与愿违，在家人的强烈建议下，回到了省会城市，去了某四大行工作。进入银行才是噩梦的开始，一开始在基层网点，完全无法适应，枯燥的工作，无法按时吃饭喝水上厕所，放假不自由，每天以泪洗面，天天都想辞职。基层待了两年半，去了机关，后面结婚生子事业也算比较顺利，顺便说下，新闻传播的底子真的容易在单位各类征文比赛中拿奖，比较容易被关注。工作四年半的时候，还是觉得银行不是自己喜欢的工作。不能再这么荒废下去。于是，去了某律师事务所，一年半拿到律师执业证，为了更好的发展，又读了一个经济法的在职硕士。总之。一直在折腾，永远在路上。目前还在学习提升的路上。转行的问题就在于阶段性收入真的会变少。
NU7eYxziUigdM2d8QhKbB,不请自来普通一本大二新闻学在读第一志愿专业是法，把新闻写第二个是因为觉得当个记者也不错（想太简单了）结果法没要我，本来就没什么新闻理想现在也磨灭的差不多了。学新闻以来院里各种征文比赛新闻评论大赛之类的比赛几乎包揽一等奖，校级也能轻松拿名次，去年省里拿了微电影大赛影评组一等奖。其实我从小数学不好，学了新闻更是不用碰数学了，的确有如鱼得水的感觉。但是媒体确实在下坡，不能笼统的说吧，至少我个人是这样感受到。所以在考虑跨考MFA，理想不能当饭吃呀，在校的每一刻都在考虑未来路怎么走。无论如何谢谢新闻学，怎么改变，都不会让自己脱离媒体行业吧。
VDTTXu7y747oVVcNR110y,末流本科学校里的专科新闻专业毕业，做了两年市级广播电台新闻记者，半年省台旅游栏目编导，半年信息流广告投放，半年短视频，现在在做栏目外包的同时，锻炼内功。
3mmpi-gp4T81lwM3wcPTL,互联网民工
dCyi4JgTC66AV0s7PJdA8,非名校基本只能做新媒体采编，去报社基本上也是广告爸爸的项目经理。身边有做出版社编辑校对的；有跑社会民生广电新闻的；最多的居然是做小学老师的。读书时最喜欢说的是“铁肩担道义，辣手著文章”，出来工作发现“百无一用是书生”
vRgWCdl5ZltjEc3Kgxjgs,我正在备考公务员。
BCLsTj77kiav43DQAgKC4,看大家都是新闻学硕士，我这个普通不入流二本院校新闻学都不敢说话了。准应届毕业生，也就是说我大四还没毕业，现在在一家小企业给董事长做秘书。在学校的时候，也是凭着自己一腔新闻理想，混遍了学校大大小小的宣传部门，像记者协会，学校官网，学校官微都做过，都是校级的大干部，不仅管着部门几十号人，还管着二十来个学院的宣传组织，可以说还是有点棒的，而且这也是学校众多学生组织里难得的与专业对口的工作了，所以这四年下来长的三两千字以上的稿子写过，365不断更的微信公众号也干过，而且一直排名都挺不错，能做到全省前几大那种，烧脑的就是几乎每天不过零点没法睡，做过新媒体的都懂，懂得都懂。后来我去实习了，本来想着去找个好实习单位的，但是学校无休止的工作早就让我疲倦了，所以直接放弃了自主实习，直接去了学校安排的单位，也就是一个三四线城市的一家报社。实习的时候其实挺开心的，我这人有个特点，工作重要开心第一，不管去哪采访反正得吃好玩好，心情一定要舒畅，尽管经常面临回去后写不出稿子的惆怅。也就是这短暂的实习生活，我的心理理想又破灭了一点点，最后碎成了渣渣。这哪是做记者嘛，分明就是写材料，我接过最离谱的一次任务就是，我的老师有天晚上给我发消息，说，请百度某某，写一篇500字左右的稿子。我懵住了，什么玩意，这怎么能写？没错，我还是写了，在我绞尽脑汁交稿以后，我的记者老师说棒的很，结果到编辑那打回，就俩字，不发，一个透心凉，爽歪歪。但是很不要脸的说，我这个人还是很讨喜的，在报社实习的时候我们主任一心想留下我，凡是带过我的老师都说我招人喜欢，但是我就是没留……还是因为真的发自内心的厌倦了。后来我就得到一个老师的推荐去了一家小公司做董事长秘书，刚上了二十天班，这二十天里每天就是端着水壶跑来跑去，对，就是端茶倒水的，有时候写写会议纪要。知道我为什么这么闲公司还要找个秘书吗，纯粹是因为我老板不会用电脑打字，至于为什么，我也很迷。所以目前也就是这样啦，我是我们班第一个出来上班的，现在好怀念在学校的日子，即便是人间烟火也是校园里青春的气息。好啦，我就希望我能够早日实现今日我干上饭，明日我带姐妹干上饭的美好梦想。加油，干饭人！打工人！
eQg2puBTY7eaoT9WDrqXU,谢邀！我是目前在考研，一月份要去实习了，在招聘平台投了许多简历，发现市场需要的都是社交媒体运营，双微运营等类型的人才，几乎都与新媒体有关！建议下个招聘App，去看看市场需要什么，然后在大学期间按照自己的兴趣发展方向吧！
bV5asCzi-oN_J6bpDO0X7,本科新闻学硕士政治学感觉两个都是天坑专业。学习的一些内容真的是会让人充满理想和自由，会让人缺乏现实主义者的视角。真的像很多评论里面说的，「未来想要当一个拯救社会弱者的正义的人」，现在在找工作的期间，感觉现实很骨感。特别是这种想法很容易让身边的人觉得，你是不是和社会脱节了。
hxsbv5DXQeuOt9NBK8ixV,因为这个回答，最近收到不少人的私信咨询，所以集中就大家关心的问题集中回复一下吧：Q1.学新闻以后到底能干什么？好找工作么？A1.应用文科专业的一大特点是“哪都不对口，哪都沾点边”。有人觉得这是劣势，我倒觉得这是优势。先说对口的新闻媒体，这个量不大，但延伸出来的广告、策划、自媒体、文化行业的机会也是很多的；然后再就是房地产、快销这类行业的营销策划，在我的了解范围内，新闻和传媒类专业也是受欢迎的；再往外说，各类企业中的文秘宣传类岗位，也是对口的。我觉得在这样一个就业范围内，选择面已经是很广了。而至于说“好不好找工作”这个事情，除了季度紧俏人才的专业，没有哪份工作是自己躺着就能拿到的，优秀的人学啥都好找工作。Q2.我现在学习的是XX专业，以后能从事记者工作么？需要转专业或者考新闻专业研究生么？A2.不管学啥专业，都不会给你把记者这条路的大门堵死，你看央视每年招多少小语种毕业生当记者？《财新》《第一财经》这样的专业媒体中又有多少财经专业背景的员工？以我的了解，媒体单位会更看重你的文字基本功、观察能力、逻辑思维和谈吐表达这些软实力，专业不会成为一票否决的原因。但如果是非专业对口的同学，建议了解一些基础知识和行业趋势，不用特别深入，感性认知即可。而说转专业考研这个事情，我觉得见仁见智吧，主要看你为此所付出的成本（时间、经历、费用等），你觉得能接受就转。比如有人当年就是一心学新闻结果被调剂了，你看跨专业考个研，不就是很香嘛。Q3.我怎么判断自己适不适合学新闻，干新闻？A3.这个问题对我来讲有点超纲，不过在“适不适合”之前，你最好先问问自己“喜不喜欢”，或者说“讨不讨厌”。这个方向性问题解决后，再来讨论后续的问题。Q4.做记者的话收入高么？有没有灰色收入？A4.和计算机、房地产这种温拿行业比收入不高，灰色收入几乎没有。但也不会惨到要用理想来充饥这个程度。Q5.你现在从事什么工作呢？A5.金融行业，后台，做过HR，现任IR。不过干得事情也比较杂一点，毕竟咱们新闻专业毕业的都比较多才多艺，会拍照会写稿，跑腿快嘴巴溜，实在是大家都会喜欢的好同事哈哈。------------------985新闻学硕(其实当年更想读传播，阴差阳错吧），当年也是和绝大多数新闻学同学一样，做过校媒，有过实习，觉得自己以后可以成为一个推动社会公平，伸张人间正义的记者。慢慢实习多了，越来越了解这个行业，才发现在新闻机构谈新闻理想确实太难。记者每天迫于生计，挣工分式出稿；作为喉舌机构也不能放飞自我；金主爸爸的话语权越来越大，理想慢慢成了一种无奈，甚至是多年后自嘲的段子。没办法，媒体也有经营任务，怼天怼地怼空气的话怎么营收？在综合类大学，多元价值观不断冲击着每个人原有认知。毕业时我也在思考一个问题:“学新闻就一定要做新闻？”答案是否定的，而且直到此时才发现，学新闻的就业面还是宽的，所有的经历、视野、思考都会成为求职的竞争力。我最后没有做一名记者，也没有从事文宣方面工作。但我依然认为，新闻学的素养，极大地帮助了我的工作，是我的核心竞争力之一。
nRsc2zQsj4ChNHYdYA_Ri,这个要看毕业院校和个人实力。好的高校的毕业生做记者的在银行或者一些企业工作的，都有。一些普通二本尤其是比较边缘化二本毕业的，学校不太重视就业，基本靠学生自己考，比如公务员事业单位，也有考了教资去小学当老师的，还有在私营传媒公司做新媒体小编。当然不管什么样高校毕业生，新闻学考研的特别多。个人努力很重要。
