custom_id,content,agree,disagree,neutral
2s-2piHFKZ7sH5xQu3z4u,我是新闻专业大一新生，我蹲我蹲我蹲，等过几年我来告诉你我是什么工作,[],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
XXuubFPdhJxsTTuhsRqYV,广播电视学  普通本科  毕业校招进新一线省会城市市级电视台  工资低没前途（同事南大中文系一月不到七千）  除了安稳清闲实无可圈点之处  里面二代多  各种豪车眼花缭乱  对了美女也很多哟  而且很多都是单身哈哈  本人缺钱故转行中……  顺便提一句  不太富裕的同学应抓住应届生身份  烟草国网啥的网上校园招聘能投就投  错过了基本就再进不去,['tier-1-cities-offer-more-jobs'],"['journalism-favors-new-media-jobs', 'higher-education-earns-more']","['experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
i_KJI0oQgSJ0J44AIBULO,新闻学本科（武汉大学毕业），老实说自己资质比较平庸，没有给母校带去太多荣誉，自己毕业后一心想想回新疆老家，拼了命找工作，最后终于找到一份5K的工作，在一家省级媒体当记者，后面还忽悠我大学舍友（当时她在浙江一个学校当老师）去了新疆，我们一起做了属于我俩的新闻栏目“小哲晓霞跑新闻”（这个大家可以在网上搜，没有编段子的意义），虽然挣得不多也很辛苦，做自己喜欢的事情，还是挺开心。后面，我闺蜜实在受不了新疆的气候和奔波的节奏，身体不舒服就回浙江了，我自己又坚持了一年多。工作大概两年的时候，我和几个同事约好离职，也和我晓霞闺蜜约好来北漂，也是不想让人生就这么平淡的过完。（当时我单位开始考编了，担心考上就不想动了）于是又一股脑离职了。后面我来到北京，租房太贵了，很快攒的钱花完了，闺蜜因为她家人反对她再跟我折腾，也没来北京，我就自己在北京待着。我先是找了一家财经自媒体，每天挤地铁三小时（往返），加上想选题太难，加上生活压力大，我又坚持不下去了。后面我找了一家和我原先单位比较像的媒体，可以出差采访的机会，总的来说还是习惯了当记者，虽然挣得也不多8K左右，但我个人比较佛系，每天也很节俭，所有现在也小有存款，主要是能做自己喜欢的事情，保持在让自己舒服的节奏和圈子，就很舒服。现在快三十了，也在思索下一步的方向，毕竟大家都知道在北京没房子没户口没编制，如果一个人过是很滋润，但要是将来想要孩子，或者到了四十岁也会担心失业，总之最近一段时间也有些忧愁未来的方向吧。但是保持学习，保持对生活的热爱总是对的。当时孤身一人来北京时，是想过找不到工作做销售的，大家以为名校很好，但其实很多好工作只是挂出来根本不招人，大家找找工作就知道了，大部分人还是做着普通的工作，根本没网上说的那种，更何况，我强调我资质平庸，又怎么渴望有太大回报呢。现在就是多学习考考证吧，这一行没有太年轻的，如果将来转行也好有个准备，别饿死自己就行，哪怕将来去做家庭教师或者销售都行，无法预测未来，只能在当下全力以赴。,['experience-matters-significantly'],['tier-1-cities-offer-more-jobs'],"['journalism-favors-new-media-jobs', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
vR2wm0N55ABEtkSu_wAzc,二流大学 新闻本科事业编考到地方融媒体了这几年考公考编要新闻专业的挺多的不只是报社融媒体各单位办公室和宣传口什么的都需要我自己就考过财政局税务局林草局融媒体等等等等,['journalism-favors-new-media-jobs'],[],"['tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
TJ1iYgzctgAS6rksC9Qxw,作为一名新传考研的小萌新，相信大家都对新闻传播学这个学科已经有了初步了解，可是大家在看招生简章时还是不免疑惑。这些新闻传播学下设的研究方向都有什么区别呢？新闻传播学共下设有几个学科方向呢？每个专业方向有什么特点呢？他们各自的就业情况又如何呢？本文将从这些角度为大家解读新闻传播学下设的这些研究方向，希望对各位萌新方向选择有所帮助。入选真题、择校等公益资料、服务，请瞅主页背景图！方向介绍新闻传播学下设的7个方向分别是新闻学、广告学、传播学、广播电视学、编辑出版学、网络与新媒体、数字出版。这几个方向乍一看没什么区别，其实不管是从学习课程还是就业角度来说，都是有很大的不同的。1.新闻学➤ 培养目标：培养具备系统的新闻理论知识与技能、宽广的文化与科学知识、熟悉我国新闻、宣传政策法规，能在新闻、出版与宣传部门从事编辑、记者与管理等工作的新闻学高级专门人才。➤ 掌握技能：❶ 掌握新闻学基本理论与基本知识❷ 掌握新闻采访、写作、编辑、评论、摄影等业务知识与技能❸ 具有调查研究和社会活动能力❹ 了解新闻工作的方针、政策和法规❺ 了解中国新闻工作现状与发展趋势，了解外国新闻工作发展动态2.广告学➤ 培养目标：培养具备广告学理论与技能、宽广的文化与科学知识，能在新闻媒介广告部门、广告公司、市场调查及信息咨询行业以及企事业单位从事广告经营管理、广告策划创意和设计制作、市场营销策划及市场调查分析工作的广告学高级专门人才。➤ 掌握技能：❶ 掌握广告学基本理论、基本知识❷ 具有现代广告的策划、创意、制作、发布的基本能力，以及市场调查与营销的基本知识和市场分析、数据处理的基本能力❸ 熟悉有关广告的政策法规❹ 具有公共关系的基本知识与活动能力❺ 了解中国广告事业的现状与发展趋势，了解外国广告事业的发展动态3.传播学➤ 培养目标：培养有宽厚人文社会科学和自然科学基础，掌握传播专业基本理论和技能，具有较强的国际交流和使用现代传媒技术能力，富于创新精神和高度社会责任感的高素质专业人才。➤ 掌握技能：❶ 掌握传播学基本理论与基本知识❷ 掌握广播电视节目策划、广告企划制作、公关活动策划与执行、媒体运营、新闻采访、写作、编辑、摄影等业务知识与技能❸ 有调查研究和社会活动能力❹ 了解中外传播媒体工作现状与发展趋势4.广播电视学➤ 培养目标：培养具有广播电视新闻学基本理论和宽广的文化科学知识，能在广播电视新闻宣传部门，从事编辑、采访、节目主持与管理等工作的新闻传播学高级专门人才。➤ 掌握技能：❶ 掌握新闻学、广播电视学、传播学的基本理论、基本知识❷ 具有新闻采访写作、编导、摄录、制作、播音、主持节日的基本能力❸ 具有口头与文字表达能力，现场及镜头前采访报道能力，社会调查和社会活动能力及广播电视节日策划、制作、评论和分析的能力❹ 了解广播电视新闻工作的方针政策与法规❺ 了解人文社会科学知识与科技常识，了解中国广播电视事业现状与发展趋势，了解外国广播电视事业的动态5.编辑出版学➤ 培养目标：培养具备系统的编辑出版理论知识与技能、宽广的文化与科学知识，能在书刊出版、新闻宣传和文化教育部门从事编辑、出版、发行的业务与管理工作以及教学科研的编辑出版学高级专门人才。➤ 掌握技能：❶ 掌握编辑与出版的基本理论与基本知识❷ 掌握市场分析、选题策划、文字加工、宣传促销的知识与方法❸ 具有较强的口头表达和文字表达能力和初步从事科学研究的能力❹ 了解我国有关编辑与出版市场营销的方针、政策、法规❺ 了解有关社会科学、人文科学、管理科学、自然科学与技术科学基本知识6.网络与新媒体➤ 培养目标：培养适应传统媒体机构、政府机关、事业单位、公司等团体组织急需的宽口径、复合型信息传播人才。➤ 掌握技能：❶ 掌握网络与新媒体的基本知识和理论❷ 了解网络与新媒体发展动态❸ 了解网络与新媒体的方针、政策和法规❹ 了解本学科的前沿成就和发展前景❺ 能阅读古典文献，掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作能力7.数字出版➤ 培养目标：培养能网上编辑出版内容，将传统印刷版数字化的复合型人才。➤ 掌握技能：❶ 掌握数字出版的基本知识和理论❷ 了解数字出版专业发展动态❸ 了解网络与数字出版方面的方针、政策和法规❹ 了解本学科的前沿成就和发展前景❺ 能阅读古典文献，掌握文献检索、资料查询的基本方法，具有一定的科学研究和实际工作。就业形势分析❶ 就业指数（数据来源：职友集新闻传播学类就业报告 仅供参考）从表中可以看出新闻传播学类的7个专业中，最好就业的是广告学，其次是传播学；而数字出版作为新兴专业，就业的方向还不是特别系统及明晰❷ 就业领域（数据来源：职友集，取样自32万份样本 仅供参考）以上这8个领域是新闻传播学下各个方向的毕业生最集中的几个就业领域。广告学专业毕业生去向最多的行业是互联网行业（27%）和广告业（12%），其次是贸易进出口（9%）及教育培训行业（6%），可以看出，广告学专业的就业对口率普遍还不错。新闻学的毕业生也比较青睐互联网行业（24%），其次广告业（9%），另有一部分选择从事教育行业（8%）。网络与新媒体为新兴专业，同样地，有更多的毕业生倾向于互联网行业（29%），另外就是教育培训行业（9%），其次网络与新媒体专业学生所学习的新媒体及网络营销课程，也让一部分毕业生（8%）可以在贸易进出口行业找到自己的一席之地。编辑出版学最对口的行业为文字媒体出版（20%），其次是教育培训行业（19%），在影视媒体文化传播领域（14%）也可以找到适合自己的岗位。广播电视学毕业生去向最多的行业为影视媒体文化传播领域（21%），其次是互联网行业（18%），也有一部分（13%）选择教育行业。传播学的毕业生更加倾向互联网/电子商务行业（26%），其次是广告业（9%），教育培训（8%）及贸易进出口（8%）也占一部分。数字出版的毕业生去向最多的就业领域则是文字媒体/出版（22%），其次是互联网/电子商务行业（17%），另外影视媒体文化传播领域（11%）及教育培训（10%）也有不小的比重。❸ 就业薪资（数据来源：中国传媒大学2019届毕业生就业质量报告）从薪资数额（包括各类奖金与现金奖励）来看：本科毕业生占比最高的薪资范围在5万至10万（含5万）（占47.40%），其次为10万至15万（含10万）（占30.08%）、5万以下（占9.29%）、15万至20万（含15万）（占8.03%）以及20万以上（含20万）（占5.20%）。硕士毕业生薪资占比最高的范围在10万至15万（含10万）（占35.44%），其次为5万至10万（含5万）（占28.22%）、 15万至20万（含15万）（占15.93%）、20万以上（含20万）（占15.77%）以及5万以下（占4.65%）。博士毕业生薪资占比最高的范围在10万至15万（含10万）（占41.79%），其次为15万至20万（含15万）（占25.37%）、5万至10万（含5万）（占22.39%）以及20万以上（含20万）（占10.45%）。当然啦，薪资统计只是作为一个大概的参考范围，萌新们不必局限于此，工作后的具体收入还是要看个人能力与努力的程度。目前整体的就业形势还是很严峻的，特别是今年受疫情的影响就业形势更是雪上加霜。这也使得越来越多的同学开始将提高自身学历作为实现更好就业的准备，因此大家在选择院校、专业方向时也要和自身今后的就业发展计划联系起来，不能仅仅凭一时的热情，要长远规划多从未来生活和工作的角度进行考虑，选择合适自己路。数据帮我们看清一些大的趋势和方向，但具体到每个人的就业选择、薪资待遇与个人能力关系更大一些，如何看到院校专业的title的作用呢？给小伙伴们几点建议：❶ 选择读研更多的是选择了一个平台，除了学历光环外，咱们更要看到平台背后赋予的资源，比如城市的发展程度，就业机会的多少；院校的导师、校友同学资源和人脉，都是你要去开拓和发展的资源。❷ 资源只是外力，你如何充分借力才是关键，如何在读研期间丰富自己的经历、阅历和能力，对将来的进入职场的选择空间、进入社会的影响可能更大。如何让自己拥有更多充分的选择权，是我们要好好考虑的。,"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs']",[],"['experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
dNtNgaeLeIimt7JOAbi1G,211新闻专业，毕业后在媒体做记者，时 政口， 在编。省媒待遇不高，10k左右，工作不算太累，就是正常的工作量。别提了，每天做的东西，反正就是觉得有点对不起手里的记者证现在的工作就是垃圾的搬运工,[],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
Y9NEyxj1YyoquUjtyrZuM,个人视角，仅供在流量媒体和严肃媒体之间挣扎的学弟学妹们参考。硕士在香港大学新闻系念的，全英文授课，班里三分之一英语母语或者欧盟国家的学生，三分之一香港本地，三分之一内地来的学生。毕业后大部分同学去了《南华早报》、Bloomberg、法新社、BBC中文、《纽约时报》中文这样的媒体，少部分人回到内地，我就是其中之一。因为我觉得“用英文写中国发生的事情给外国人看”很没意思，英文也没有那么好，既然要报道中国发生的事情，那就要用中文写作，而且要给中国人看，这才有意义。然而，我并没有去我实习过的《南方人物周刊》这样的媒体，而是去了一家篇均10万+的互联网媒体。为什么？回过头来我给自己的解释是，钱是其中一个方面，《南方人物周刊》是底薪+稿费的模式，底薪只有5500，而我刚毕业去的那家新媒体大号，每个月固定工资15K，还不包括奖金。另外一个方面是，全网订阅量超千万的大号，写出来的东西有人看，选题接不接地气、是不是痛点，稿子写得好不好，观点站不站得住脚，阅读量数据和读者留言会告诉你，有反馈，有互动，很直观。而不像我在深度媒体实习时，花了几个月写出一篇自以为意义很重大，很有公共性的选题，发出来后没几个人看，写得好不好全凭比你资深的编辑主编说了算，缺少了读者反馈这个维度，久了容易固步自封小圈子自嗨，尤其是做文化报道的媒体，更是如此。这份工作做了一年半，最后选择辞职是因为忍受不了互联网行业只有工作没有生活的996风气，但抛开KPI和加班，这份工作的自由度是很高的，不强制要求坐班，一周可以有2-3天不去办公室，在家或在咖啡馆写稿，选题也是自己想做什么就在选题会上报，过了就可以开始操作，有很多个条线，艺术、设计、建筑、影视、明星、作家学者、生活方式、社会热点、等等，可以让你自由探索自己选择，确定了真的感兴趣能胜任再深耕。如果要再挑一点刺的话，那就是新媒体一贯的“标题党”风气，内文风格可以保持杂志水准，但标题上总是和钱权色这些东西挂钩，有些粗鄙，有点low。当然，这也是新媒体的受众定位决定的，如果要面向大众，下沉，让文章被尽可能多的人阅读，那就免不了要牺牲自己的文人趣味，低下自以为高贵的头颅去了解大众想看什么想了解什么，这也让我更加明确了做媒体的意义，那就是打开眼界，不仅打开读者的，也打开自己的，跳出原来精致利己的视角，看到更广阔的大众的关切，Ta们对文化对美好生活的向往。2023.1.29更新说完了好的和不痛不痒的，来说点不好的。每份工作每家公司都有shit的那一面，说得夸张点，长期浸淫在这份工作这家公司营造出来的环境里，身上多少会带点毒素，而离开后至少要用相当的时间来“排毒”。新媒体的毒就是互联网的毒，标题党，钱权色，慕强，粗俗，肤浅，人的贪婪懒惰七宗罪，这些放在大众的层面上无可厚非，大众文化就是这个时代最大多数人能够接受的文化，是那95%，但如果你对纯文学有追求，向往的是人类几千年来的文化传统，是那5%，那么新媒体的工作不适合你。记者也分采访型和文学型的，简单来说，如果你在工作中更享受跟人聊天听故事第一时间知道最新信息，那你就是采访型，反之，如果你更享受把一个好故事写出来的成就感，对文字对结构对修辞对叙事有自己的审美和要求，那你就是文学型。文学型的记者在这个时代，适合走的是更小众的路，那就是成为作家，有很多如今活跃在文坛的作家是记者出身，比如郭爽辽京张玲玲等等，从记者转向虚构创作。而新媒体写作会伤害这部分人的文字表达和原创力，互联网流行的人设标签和套路，在真正的写作面前根本不值一提，上不了台面，而互联网讨好迎合大众的逻辑更是和文学创作背道而驰，文学创作要的是作家个人独特性的观察和表达，最忌讳的就是讨好。采访型的记者路就宽得多了，这个时代对Ta们显然更友好，离开新媒体大号的平台后，可以做自由撰稿，给各个自媒体平台小红书快手文案供稿，还可以转型进大厂做运营做产品。我一进公司前主编就和我说，现在这个时代，内容不值钱，值钱的是运营，前同事里也有很多离职后去了爱奇艺小红书的。2023.1.30更新最后再补充一下，我对这个时代几种媒体形态的观察和理解。众所周知，传统媒体会走向衰落是因为原先的功能很大程度上被新出现的事物替代了。最基本的功能“传递信息”，现在有各种各样的社交媒体可以发布，而且还更快更一手，次一级的功能“充当桥梁”，比如学界和大众的桥梁，政府和大众的桥梁，这个也因为政府部门可以直接开设官方账号，学者可以直接在B站豆瓣等平台上和受众互动，而没有存在的优势，最光环的属性，社会监督第四权无冕之王，这个不必赘述，全国调查记者只剩下一百人不到，懂的都懂。在这种生态环境下，依然能存活的媒体不外乎以下几类，1. 党媒官媒：背靠大树好乘凉；2. 自媒体/新媒体大号：随着互联网浪潮兴起，娱乐属性，讨好大众，有割韭菜之嫌；3. 时尚杂志/垂类媒体：主要靠广告收入，名流明星腕表豪车美女时装，文化艺术外加非虚构，精准营销，高端用户，赚有钱人的钱。还有最后一类，也是闪耀着仅存的“新闻理想之光”的媒体，4. 老牌新创严肃媒体：能称得上媒体的就那几家，大多是订阅或者付费模式，老牌的在昙花一现的90年代末21世纪初的新闻黄金时期就积攒了一批用户，比如南方报业集团下的几家，新创的如澎湃新闻，小鸟文学、财新传媒，前者去年传出了新一轮融资的消息，也是背靠资本，和阿里旗下的蚂蚁收购《南华早报》的模式一样，后者都是付费订阅的模式，这一类和国外的媒体走的路子差不多。但要做好心理准备，进这些媒体，前几年工资一般都很微薄，而且因为没钱，压榨得更狠，澎湃的记者底薪只有一千多，全靠多发稿，《好奇心日报》还没倒的时候，记者一个月要写8篇稿，界面文化的记者现在也是一个月6篇，想想这个让身心掏空的工作量吧。因此，针对这个媒体生存现状，我对有志于毕业后无论能不能一直做媒体，至少有心去媒体锻炼几年的学弟学妹们的职业建议是这样的——如果你从事媒体，看重的是影响力，希望写的东西被更多人看到，那么你适合去2. 新媒体大号，在这些平台工作，你绝对不愁稿子没人看，还可能在工作的要求下，对外界的褒贬练就一颗平常心。如果你从事媒体，看重的是新闻的专业性，希望打磨出能经受得住时间考验的，被学界业界认可的作品，那么你适合去4. 严肃媒体，花了几个月做的稿子发出来很可能无人问津，这是现实，但既然选择了这条专业的少有人走的路，那就得耐得住寂寞，扛得住贫穷，未来会属于你的。如果你从事媒体，是想之后能凭借文字过上自由职业者/数字游民的生活，那么你适合的是3. 时尚媒体，在这些杂志/新媒体工作期间，你会积累一批同类媒体的人脉资源，找到你自己感兴趣的文化艺术建筑设计时装电影等领域，然后等待翅膀硬了的一天，自己出来接单赚钱，每天自主安排工作时间，在家或者去咖啡馆甚至飞去巴厘岛和泰国清迈，只要你的稿费能支撑你的生活，你完全可以选择任意一种生活方式。完。,"['journalism-favors-new-media-jobs', 'pm-marketing-roles-pay-better']",[],"['tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'tech-skills-earn-more', 'soft-skills-earn-more']"
sihapCMm7jhbYjJ4LFOtq,政府采购信息报招全媒体记者啦[庆祝][庆祝][庆祝]【财政部指定的中央级宣传媒体】招聘 全媒体记者岗位职责:1、喜欢外出采访;2、完成稿件撰写工作:3、开发客户资源，接洽合作，有纸媒行业工作经验优先考虑;4、与客户建立良好关系，给客户提供建设性建议;5、负责相关客户订单服务与沟通:6、向相关支持部门提供准确的客户需求:7、完成领导交办的其它工作任务。任职要求:1、本科以上学历，文字功底扎实;2、热爱记者职业，有敬业精神，有媒体行业和销售行业工作经验者优先;3、有良好的责任心和公关能力，作风硬朗，可以经常出差;4、可以长时间在高压下抱持很好的工作状态。福利待遇: 不加班 ，早上九点晚上五点半薪资：10K工作地点:北京市大兴区西红门有意请将简历投递至: 1334975855@qq.com,['tier-1-cities-offer-more-jobs'],[],"['journalism-favors-new-media-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
vXyUTs8pSGDJEffgcwJ7x,中传每年都有毕业生就业去向报告，其他类似学校也有，可以找来看看,[],[],"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
CJVj-GyjI1IoxZa4hLGlO,本科编辑出版，觉得实在没啥学的，考研跨考了新传。又因为有北京情结，所以选了中传。毕业后，经过校招，进了某行业性央媒，一个是想做采编，一个是想拿京户。刚开始干网络编辑，后来做采访，写过不少新闻，也被推荐参评过中国新闻奖。但是，逐渐不喜欢采访前就知道写什么的模式，同时对行业发展的深度东西感兴趣，所以转到行业研究岗。现在还在做着。做了行业研究岗后，发现学历不够，现在准备写论文，后续去申博，读博，以后就准备长期深耕行业研究，走专家路子了。确实一直是跟着自己内心做选择，想学什么就学了，想做什么就做了，感觉机会都是在做好了手头的事情后，自然生长出来的。还挺感谢自己学了新闻与传播的，给了自己一个理解社会的很好的视角，也积累了基本的能力。以后会持续加油。,"['tier-1-cities-offer-more-jobs', 'higher-education-earns-more']",[],"['journalism-favors-new-media-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
X6VlSVZ8P9z8tkhzidulG,本科211广电新闻，绩点高，实操类专业课都是第一，但是感觉毕业即失业，虽然offer很多，但是不想去小媒体工作，进大媒体又要给压榨半死拿垃圾工资，还是读个研继续混吧……,['experience-matters-significantly'],"['tier-1-cities-offer-more-jobs', 'higher-education-earns-more']","['journalism-favors-new-media-jobs', 'education-level-matters-little', 'low-education-can-earn-high', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
pZoP2EpkHJvihe0C22EkC,我这只是实习的工作，大家别看迷茫了，后续工作走上正轨了，就好很多了。还有一些在读学生和想要读新闻学的人，无需迷茫，每个专业都有难点，坚持自己所想，坚定所学，即可！我目前还在舆情这个岗位工作，正在走上正轨，双休，朝九晚五，三线城市工资四千到八千不等，偶尔有压力。我个人还比较喜欢新闻行业的，觉得从事新闻，能够把自己的眼界放的很宽，每天浏览国内外新闻，会很有想法，至少不会让自己处在很闭塞的环境里。于人于情都是很赞的。希望这篇回答对你能够有所帮助。————分割线——————大四毕业狗！三份关于媒体工作的实习，这对即将毕业的学生来说，挺多的。第一份——省电视台新媒体编辑，没工资，只有午饭补贴。因是美食栏目，所以在吃上真的是不亏待。虽是电视台，但是他们对于实习生是不会让他们参与到视频拍摄剪辑的过程中的，只会让你写公众号文章什么的，出去采访是有的，还是可以锻炼一下人的，如果初次实习的话还是很不错的。没有转正的机会，只是一个写微信公众号文章的。第二个——本地一个新媒体公司。很多人可能都觉得传统媒体落败，可以去新媒体啊，有这种思想的人真的图样图森破 新媒体公司基本上是私资企业，眼里只有玛尼玛尼，他管你什么新闻，只要赚钱，不管编辑怎么吹。而这个时候你又想了，只要发工资、有新闻跑也是很不错啊，真的是这样吗？？？？？？？真实是早打卡晚加班，周末还有“新闻”跑，加班是不调休没加班费的那种，“新闻”就呵呵了“某某酒店圣诞暨亮灯仪式”“某电影首映”“某某某仪式”。第三个是现在做的机关媒体，是国家级的一本杂志驻下的一个点，处理最多的就是政府的新闻稿件，一般这种新闻稿件都是通稿，稍微改下就可以，也有一些比较高层次的采访活动，需要在大量的信息中选出属于本杂志定位的新闻，唯一的缺点是驻下的点没人管理，而且之后的工资和社保也是一个问题，有点像上级不承认的临时工，感觉很无奈。现在都不是很想从事这一行业了。尤其是在二三线城市，媒体是最不好从事的，经历过这些，有点心灰意冷。可能很多人想学新闻学或者对新闻学很喜欢的人是对新闻的崇高信仰，比如央视有很多揭示社会黑暗面的栏目和新闻报道，像《新闻调查》“315”这些社会调查记者，身兼重任“无冕之王”，真的，这可能是所有新闻学专业每个学生的梦想，也不能说是所有，至少非985研究生的学生应该不会从事调查类记者，真的，这真的是个现实。这篇写的挺乱的，现在脑子也挺乱的，有什么想问的评论，然后我再更新吧。匿了6.21更新嘻嘻嘻，告诉大家现在这份工作是我接触的第五份工作，还没毕业，我觉得我这样“任性”有点不太好，你们觉得呢？每一条留言我都看了，是不是我写的太悲观了，导致大家很迷茫，尤其是那些还没踏入新闻专业的高中学生。在这里我想说下，传媒这个圈子很大，新闻只是它的一小部分，因为现在互联网的高速发展，有些专业的界限不是很明显了，也不要很坚持地想，我是新闻专业的学生，我就要进报纸电视台新媒体跑新闻啊，觉得现在媒体就应该是跑新闻的，。我在两个月前跟你们想的一样，觉得新闻就应该保持它的纯洁性高尚性。是的，新闻这种讲真实讲速度的无冕之王不应该被世俗现实所糟践，可是社会就是那么世俗，科技发展就是那么“残忍”。“残忍”到人人都是自媒体，人人都是“记者，现在人们爆料大事件发生事故了，首先想到的不是给媒体爆料，而是发朋友圈发微博。科技的发展不仅迫使传统媒体转型还要让新闻专业学生意识到人们获取信息方式的转变对于学生自身前景的思考。我想对想进新闻专业的高中生说，我说这些不是让你不报新闻专业，而是新闻有很多条路子，不只是为民除害喊冤的无冕之王，现在报考新闻，不仅有心系天下为民喊冤的精神还要有对新闻传播舆情的热爱。好了该说说我的第四份工作了因为本人还挺喜欢刷抖音，对于策划短视频挺有兴趣的，然后进了一家短视频策划制作公司做了文案策划，这个职位有点类似编剧，要策划镜头、画面内容、动作解析、音乐、音效这样子的。进了之后发现真的很喜欢这个工作，即使每天996也很开心，每天24小时想创意，一点也不夸张，梦里都想着创意点。跟我一起进公司女孩，专业广播影视编导，她之前也在类似公司干过，问她为什么辞职，她说老板太抠了，还说老板动不动就辞人，还没和团队磨合好呢就辞了 ，这种老板不行。我本人当时就觉得还有这种老板，公司迟早要灭亡进公司的第六天，我就被辞了我不知该说些什么，劝告啊，毕业生面试新单位的问下有没有试岗期啊，试用期多久？期间有没有工资，转正后能不能交五险一金？真的吃一堑，长一智，最后辞退我，我要这个星期工资的时候，竟跟我说试岗期没有工资，TMD，面试的时候你咋不说？总结这次更新啊，你们看看新闻学专业是不是又多了一条路子，虽然我的经历不太正面，但是至少是一条路子对不对，一定要对生活充满希望啊2021.06.08更新！时隔两年我终于更新了 那我来说说近期我的两份工作吧，一份是舆情监测员，一份是舆情分析师，都是跟舆情相关。舆情监测员就是全天24小时审核负责区域全网的信息，把客户需要的信息推送给客户。是排班制的，三班倒，有大夜班 公司待遇还不错，就是夜班巨熬人，这个工作还是挺不推荐的，工作内容单一，不过也很省心 不需要跟人打交道，做好自己份内的事就好了.舆情分析师这个工作是跟监测员同一家公司的，待遇相同。分析师在招聘的时候指定专业是新闻学，所以说这应该是对口了，工作内容是写各种报告（日报 周报 月报 事件报.....）我觉得比上一份工作锻炼人，能够发挥主观能动性 写的东西都很全面和深度，我还是喜欢这份工作，虽然才一周，但是这份工作我很开心。说的不全面，又想问的可以评论，我看到的话都会回复的，私信我也可以,"['journalism-favors-new-media-jobs', 'tier-1-cities-offer-more-jobs', 'experience-matters-significantly']","['education-level-matters-little', 'low-education-can-earn-high']","['higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
yllDYg8Yo6qZRnxvRAZY5,马上毕业了。在跨考中，因为实习时间长没什么时间准备，新闻学又不学数学，原本定的专业含泪换成了不考数学的专业。那天和一个同专业跨考的大佬聊了聊，她跟我说她真的对写稿不感兴趣，我说但是你有能力，而我是既没有兴趣，又没有能力。选这个专业大概是我18岁做得最错误的决定，我不知道自己是一个很循规蹈矩，喜欢定死了的日程的人，以及我学不来文科。转不出来是因为在最好转的大一，我不知道大学怎么复习，也不知道要狠下心来拿电脑整提纲硬背（我当时手写……）考研倒计时99天，已经下决心了，如果这次没上岸，我就开始搞数学狠下心，努力转出去即使已经去不了理工科了（对了只能说传统媒体已经日益衰退了……最近就业寒冬，报社都开始裁员了，我知道有些老记者都被裁了………）大二很多小组作业结课后，就更转不出去了,['journalism-favors-new-media-jobs'],[],"['tier-1-cities-offer-more-jobs', 'experience-matters-significantly', 'education-level-matters-little', 'low-education-can-earn-high', 'higher-education-earns-more', 'more-experience-earns-more', 'pm-marketing-roles-pay-better', 'tech-skills-earn-more', 'soft-skills-earn-more']"
